vid,frame,c1,c2,c3,image,weight_c1,weight_c2,weight_c3
1,31525,0.0,0.0,0.0,1_31525.jpg,1,1,1
1,31550,0.6666666666666666,0.3333333333333333,0.3333333333333333,1_31550.jpg,1,1,1
1,31575,0.6666666666666666,0.3333333333333333,0.3333333333333333,1_31575.jpg,1,1,1
1,31600,0.6666666666666666,0.3333333333333333,0.3333333333333333,1_31600.jpg,1,1,1
1,31625,0.6666666666666666,0.3333333333333333,0.3333333333333333,1_31625.jpg,1,1,1
1,31650,0.6666666666666666,0.3333333333333333,0.3333333333333333,1_31650.jpg,1,1,1
1,31675,0.6666666666666666,0.3333333333333333,0.3333333333333333,1_31675.jpg,1,1,1
1,31700,0.6666666666666666,0.3333333333333333,0.3333333333333333,1_31700.jpg,1,1,1
1,31725,0.6666666666666666,0.3333333333333333,0.3333333333333333,1_31725.jpg,1,1,1
1,31750,0.6666666666666666,0.3333333333333333,0.3333333333333333,1_31750.jpg,1,1,1
1,31775,0.6666666666666666,0.3333333333333333,0.3333333333333333,1_31775.jpg,1,1,1
1,31800,0.6666666666666666,0.3333333333333333,0.3333333333333333,1_31800.jpg,1,1,1
1,31825,0.6666666666666666,0.3333333333333333,0.3333333333333333,1_31825.jpg,1,1,1
1,31850,0.6666666666666666,0.3333333333333333,0.3333333333333333,1_31850.jpg,1,1,1
1,31875,0.6666666666666666,0.3333333333333333,0.3333333333333333,1_31875.jpg,1,1,1
1,31900,0.6666666666666666,0.3333333333333333,0.3333333333333333,1_31900.jpg,1,1,1
1,31925,0.6666666666666666,0.3333333333333333,0.3333333333333333,1_31925.jpg,1,1,1
1,31950,0.6666666666666666,0.3333333333333333,0.3333333333333333,1_31950.jpg,1,1,1
1,31975,0.6666666666666666,0.3333333333333333,0.3333333333333333,1_31975.jpg,1,1,1
1,32000,0.6666666666666666,0.3333333333333333,0.3333333333333333,1_32000.jpg,1,1,1
1,32025,0.6666666666666666,0.3333333333333333,0.3333333333333333,1_32025.jpg,1,1,1
1,32050,0.6666666666666666,0.6666666666666666,0.3333333333333333,1_32050.jpg,1,1,1
1,32075,0.6666666666666666,0.6666666666666666,0.3333333333333333,1_32075.jpg,1,1,1
1,32100,0.6666666666666666,0.6666666666666666,0.3333333333333333,1_32100.jpg,1,1,1
1,32125,0.6666666666666666,0.6666666666666666,0.3333333333333333,1_32125.jpg,1,1,1
1,32150,0.6666666666666666,0.6666666666666666,0.3333333333333333,1_32150.jpg,1,1,1
1,32175,0.6666666666666666,0.6666666666666666,0.3333333333333333,1_32175.jpg,1,1,1
1,32200,0.6666666666666666,0.6666666666666666,0.3333333333333333,1_32200.jpg,1,1,1
1,32225,0.6666666666666666,0.6666666666666666,0.3333333333333333,1_32225.jpg,1,1,1
1,32250,0.6666666666666666,0.6666666666666666,0.3333333333333333,1_32250.jpg,1,1,1
1,32275,0.6666666666666666,0.6666666666666666,0.3333333333333333,1_32275.jpg,1,1,1
1,32300,0.3333333333333333,0.3333333333333333,0.3333333333333333,1_32300.jpg,1,1,1
1,32325,0.3333333333333333,0.3333333333333333,0.3333333333333333,1_32325.jpg,1,1,1
1,32350,0.3333333333333333,0.3333333333333333,0.3333333333333333,1_32350.jpg,1,1,1
1,32375,0.3333333333333333,0.3333333333333333,0.3333333333333333,1_32375.jpg,1,1,1
1,32400,0.3333333333333333,0.3333333333333333,0.3333333333333333,1_32400.jpg,1,1,1
1,32425,0.6666666666666666,0.6666666666666666,0.3333333333333333,1_32425.jpg,1,1,1
1,32450,0.6666666666666666,0.6666666666666666,0.3333333333333333,1_32450.jpg,1,1,1
1,32475,0.6666666666666666,0.6666666666666666,0.3333333333333333,1_32475.jpg,1,1,1
1,32500,0.6666666666666666,0.6666666666666666,0.3333333333333333,1_32500.jpg,1,1,1
1,32525,0.6666666666666666,0.6666666666666666,0.3333333333333333,1_32525.jpg,1,1,1
1,32550,0.6666666666666666,0.6666666666666666,0.3333333333333333,1_32550.jpg,1,1,1
1,32575,0.6666666666666666,0.6666666666666666,0.3333333333333333,1_32575.jpg,1,1,1
1,32600,0.6666666666666666,0.6666666666666666,0.3333333333333333,1_32600.jpg,1,1,1
1,32625,0.6666666666666666,0.6666666666666666,0.3333333333333333,1_32625.jpg,1,1,1
1,32650,0.6666666666666666,0.6666666666666666,0.3333333333333333,1_32650.jpg,1,1,1
1,32675,0.6666666666666666,0.6666666666666666,0.3333333333333333,1_32675.jpg,1,1,1
1,32700,0.6666666666666666,0.6666666666666666,0.3333333333333333,1_32700.jpg,1,1,1
1,32725,0.6666666666666666,0.6666666666666666,0.3333333333333333,1_32725.jpg,1,1,1
1,32750,0.6666666666666666,0.6666666666666666,0.3333333333333333,1_32750.jpg,1,1,1
1,32775,0.6666666666666666,0.6666666666666666,0.3333333333333333,1_32775.jpg,1,1,1
1,32800,0.6666666666666666,0.6666666666666666,0.3333333333333333,1_32800.jpg,1,1,1
1,32825,0.6666666666666666,0.6666666666666666,0.3333333333333333,1_32825.jpg,1,1,1
1,32850,0.6666666666666666,0.6666666666666666,0.3333333333333333,1_32850.jpg,1,1,1
1,32875,0.6666666666666666,0.6666666666666666,0.3333333333333333,1_32875.jpg,1,1,1
1,32900,0.6666666666666666,0.6666666666666666,0.3333333333333333,1_32900.jpg,1,1,1
1,32925,0.0,0.3333333333333333,0.0,1_32925.jpg,1,1,1
1,32950,0.0,0.3333333333333333,0.0,1_32950.jpg,1,1,1
1,32975,0.0,0.3333333333333333,0.0,1_32975.jpg,1,1,1
1,33000,0.0,0.3333333333333333,0.0,1_33000.jpg,1,1,1
1,33025,0.0,0.3333333333333333,0.0,1_33025.jpg,1,1,1
1,33050,0.3333333333333333,0.6666666666666666,0.6666666666666666,1_33050.jpg,1,1,1
1,33075,0.3333333333333333,0.6666666666666666,0.6666666666666666,1_33075.jpg,1,1,1
1,33100,0.3333333333333333,0.6666666666666666,0.6666666666666666,1_33100.jpg,1,1,1
1,33125,0.0,0.0,0.0,1_33125.jpg,1,1,1
1,33150,0.0,0.0,0.0,1_33150.jpg,1,1,1
1,33175,0.0,0.0,0.0,1_33175.jpg,1,1,1
2,29075,0.0,0.0,0.0,2_29075.jpg,1,1,1
2,29100,0.0,0.0,0.0,2_29100.jpg,1,1,1
2,29125,0.0,0.0,0.0,2_29125.jpg,1,1,1
2,29150,0.0,0.0,0.0,2_29150.jpg,1,1,1
2,29175,0.0,0.0,0.0,2_29175.jpg,1,1,1
2,29200,0.0,0.0,0.0,2_29200.jpg,1,1,1
2,29225,0.0,0.0,0.0,2_29225.jpg,1,1,1
2,29250,0.0,0.0,0.0,2_29250.jpg,1,1,1
2,29275,0.0,0.0,0.0,2_29275.jpg,1,1,1
2,29300,0.0,0.0,0.0,2_29300.jpg,1,1,1
2,29325,0.0,0.0,0.0,2_29325.jpg,1,1,1
2,29350,0.0,0.0,0.0,2_29350.jpg,1,1,1
2,29375,0.0,0.0,0.0,2_29375.jpg,1,1,1
2,29400,0.0,0.0,0.0,2_29400.jpg,1,1,1
2,29425,0.0,0.0,0.0,2_29425.jpg,1,1,1
2,29450,0.0,0.0,0.0,2_29450.jpg,1,1,1
2,29475,0.0,0.0,0.0,2_29475.jpg,1,1,1
2,29500,0.0,0.0,0.0,2_29500.jpg,1,1,1
2,29525,0.0,0.0,0.0,2_29525.jpg,1,1,1
2,29550,0.0,0.0,0.0,2_29550.jpg,1,1,1
2,29575,0.0,0.0,0.0,2_29575.jpg,1,1,1
2,29600,0.0,0.0,0.0,2_29600.jpg,1,1,1
2,29625,0.0,0.0,0.0,2_29625.jpg,1,1,1
2,29650,0.0,0.0,0.0,2_29650.jpg,1,1,1
2,29675,0.0,0.0,0.0,2_29675.jpg,1,1,1
2,29700,0.0,0.0,0.0,2_29700.jpg,1,1,1
2,29725,0.0,0.0,0.0,2_29725.jpg,1,1,1
2,29750,0.0,0.0,0.0,2_29750.jpg,1,1,1
2,29775,0.0,0.0,0.0,2_29775.jpg,1,1,1
2,29800,0.0,0.0,0.0,2_29800.jpg,1,1,1
2,29825,0.0,0.0,0.0,2_29825.jpg,1,1,1
2,29850,0.0,0.0,0.0,2_29850.jpg,1,1,1
2,29875,0.0,0.0,0.0,2_29875.jpg,1,1,1
2,29900,0.0,0.0,0.0,2_29900.jpg,1,1,1
2,29925,0.0,0.0,0.0,2_29925.jpg,1,1,1
2,29950,0.0,0.0,0.0,2_29950.jpg,1,1,1
2,29975,0.0,0.0,0.0,2_29975.jpg,1,1,1
2,30000,0.0,0.0,0.0,2_30000.jpg,1,1,1
2,30025,0.0,0.0,0.0,2_30025.jpg,1,1,1
2,30050,0.0,0.0,0.0,2_30050.jpg,1,1,1
2,30075,0.0,0.0,0.0,2_30075.jpg,1,1,1
2,30100,0.0,0.0,0.0,2_30100.jpg,1,1,1
2,30125,0.0,0.0,0.0,2_30125.jpg,1,1,1
2,30150,0.0,0.0,0.0,2_30150.jpg,1,1,1
2,30175,0.0,0.0,0.0,2_30175.jpg,1,1,1
2,30200,0.0,0.0,0.0,2_30200.jpg,1,1,1
2,30225,0.0,0.0,0.0,2_30225.jpg,1,1,1
2,30250,0.0,0.0,0.0,2_30250.jpg,1,1,1
2,30275,0.0,0.0,0.0,2_30275.jpg,1,1,1
2,30300,0.0,0.0,0.0,2_30300.jpg,1,1,1
2,30325,0.0,0.0,0.0,2_30325.jpg,1,1,1
2,30350,0.0,0.0,0.0,2_30350.jpg,1,1,1
2,30375,0.0,0.3333333333333333,0.0,2_30375.jpg,1,1,1
2,30400,0.0,0.3333333333333333,0.0,2_30400.jpg,1,1,1
2,30425,0.0,0.3333333333333333,0.0,2_30425.jpg,1,1,1
2,30450,0.0,0.3333333333333333,0.0,2_30450.jpg,1,1,1
2,30475,0.0,0.3333333333333333,0.0,2_30475.jpg,1,1,1
2,30500,0.0,0.3333333333333333,0.0,2_30500.jpg,1,1,1
2,30525,0.0,0.3333333333333333,0.0,2_30525.jpg,1,1,1
2,30550,0.0,0.3333333333333333,0.0,2_30550.jpg,1,1,1
2,30575,0.0,0.3333333333333333,0.0,2_30575.jpg,1,1,1
2,30600,0.0,0.3333333333333333,0.0,2_30600.jpg,1,1,1
2,30625,0.0,0.0,0.0,2_30625.jpg,1,1,1
2,30650,0.0,0.0,0.0,2_30650.jpg,1,1,1
2,30675,0.0,0.0,0.0,2_30675.jpg,1,1,1
2,30700,0.0,0.0,0.0,2_30700.jpg,1,1,1
2,30725,0.0,0.0,0.0,2_30725.jpg,1,1,1
2,30750,0.0,0.0,0.0,2_30750.jpg,1,1,1
2,30775,0.0,0.0,0.0,2_30775.jpg,1,1,1
2,30800,0.0,0.0,0.0,2_30800.jpg,1,1,1
2,30825,0.0,0.0,0.0,2_30825.jpg,1,1,1
2,30850,0.0,0.0,0.0,2_30850.jpg,1,1,1
2,30875,0.6666666666666666,0.3333333333333333,0.0,2_30875.jpg,1,1,1
2,30900,0.6666666666666666,0.3333333333333333,0.0,2_30900.jpg,1,1,1
2,30925,0.6666666666666666,0.3333333333333333,0.0,2_30925.jpg,1,1,1
2,30950,0.6666666666666666,0.3333333333333333,0.0,2_30950.jpg,1,1,1
2,30975,0.6666666666666666,0.3333333333333333,0.0,2_30975.jpg,1,1,1
2,31000,0.6666666666666666,1.0,0.3333333333333333,2_31000.jpg,1,1,1
2,31025,0.6666666666666666,1.0,0.3333333333333333,2_31025.jpg,1,1,1
2,31050,0.6666666666666666,1.0,0.3333333333333333,2_31050.jpg,1,1,1
2,31075,0.6666666666666666,1.0,0.3333333333333333,2_31075.jpg,1,1,1
2,31100,0.6666666666666666,1.0,0.3333333333333333,2_31100.jpg,1,1,1
2,31125,0.6666666666666666,1.0,0.3333333333333333,2_31125.jpg,1,1,1
2,31150,0.6666666666666666,1.0,0.3333333333333333,2_31150.jpg,1,1,1
2,31175,0.6666666666666666,1.0,0.3333333333333333,2_31175.jpg,1,1,1
2,31200,0.6666666666666666,1.0,0.3333333333333333,2_31200.jpg,1,1,1
2,31225,0.6666666666666666,1.0,0.3333333333333333,2_31225.jpg,1,1,1
2,31250,0.6666666666666666,1.0,0.3333333333333333,2_31250.jpg,1,1,1
2,31275,0.6666666666666666,1.0,0.3333333333333333,2_31275.jpg,1,1,1
2,31300,0.6666666666666666,1.0,0.3333333333333333,2_31300.jpg,1,1,1
2,31325,0.0,0.0,0.0,2_31325.jpg,1,1,1
2,31350,0.0,0.0,0.0,2_31350.jpg,1,1,1
2,31375,0.0,0.0,0.0,2_31375.jpg,1,1,1
3,12800,0.0,0.0,0.0,3_12800.jpg,1,1,1
3,12825,0.0,0.0,0.0,3_12825.jpg,1,1,1
3,12850,0.0,0.0,0.0,3_12850.jpg,1,1,1
3,12875,0.0,0.0,0.0,3_12875.jpg,1,1,1
3,12900,0.0,0.0,0.0,3_12900.jpg,1,1,1
3,12925,0.0,0.0,0.0,3_12925.jpg,1,1,1
3,12950,0.0,0.0,0.0,3_12950.jpg,1,1,1
3,12975,0.0,0.0,0.0,3_12975.jpg,1,1,1
3,13000,0.0,0.0,0.0,3_13000.jpg,1,1,1
3,13025,0.0,0.0,0.0,3_13025.jpg,1,1,1
3,13050,0.0,0.0,0.0,3_13050.jpg,1,1,1
3,13075,0.0,0.0,0.0,3_13075.jpg,1,1,1
3,13100,0.0,0.0,0.0,3_13100.jpg,1,1,1
3,13125,0.0,0.0,0.0,3_13125.jpg,1,1,1
3,13150,0.0,0.0,0.0,3_13150.jpg,1,1,1
3,13175,0.0,0.0,0.0,3_13175.jpg,1,1,1
3,13200,0.0,0.0,0.0,3_13200.jpg,1,1,1
3,13225,0.0,0.0,0.0,3_13225.jpg,1,1,1
3,13250,0.0,0.0,0.0,3_13250.jpg,1,1,1
3,13275,0.6666666666666666,0.0,0.0,3_13275.jpg,1,1,1
3,13300,0.6666666666666666,0.0,0.0,3_13300.jpg,1,1,1
3,13325,0.6666666666666666,0.0,0.0,3_13325.jpg,1,1,1
3,13350,0.6666666666666666,0.0,0.0,3_13350.jpg,1,1,1
3,13375,0.6666666666666666,0.0,0.0,3_13375.jpg,1,1,1
3,13400,0.6666666666666666,0.0,0.0,3_13400.jpg,1,1,1
3,13425,0.6666666666666666,0.0,0.0,3_13425.jpg,1,1,1
3,13450,0.6666666666666666,0.0,0.0,3_13450.jpg,1,1,1
3,13475,0.0,0.0,0.0,3_13475.jpg,1,1,1
3,13500,0.0,0.0,0.0,3_13500.jpg,1,1,1
3,13525,0.0,0.0,0.0,3_13525.jpg,1,1,1
3,13550,0.0,0.0,0.0,3_13550.jpg,1,1,1
3,13575,0.0,0.0,0.0,3_13575.jpg,1,1,1
3,13600,0.0,0.0,0.0,3_13600.jpg,1,1,1
3,13625,0.0,0.0,0.0,3_13625.jpg,1,1,1
3,13650,0.0,0.0,0.0,3_13650.jpg,1,1,1
3,13675,0.0,0.0,0.0,3_13675.jpg,1,1,1
3,13700,0.0,0.0,0.0,3_13700.jpg,1,1,1
3,13725,0.0,0.0,0.0,3_13725.jpg,1,1,1
3,13750,0.0,0.0,0.0,3_13750.jpg,1,1,1
3,13775,0.0,0.0,0.0,3_13775.jpg,1,1,1
3,13800,0.0,0.0,0.0,3_13800.jpg,1,1,1
3,13825,0.0,0.0,0.0,3_13825.jpg,1,1,1
3,13850,0.0,0.0,0.0,3_13850.jpg,1,1,1
3,13875,0.0,0.0,0.0,3_13875.jpg,1,1,1
3,13900,0.0,0.0,0.0,3_13900.jpg,1,1,1
3,13925,0.0,0.0,0.0,3_13925.jpg,1,1,1
3,13950,0.0,0.0,0.0,3_13950.jpg,1,1,1
3,13975,0.0,0.0,0.0,3_13975.jpg,1,1,1
3,14000,0.0,0.0,0.0,3_14000.jpg,1,1,1
3,14025,0.0,0.0,0.0,3_14025.jpg,1,1,1
3,14050,0.0,0.0,0.0,3_14050.jpg,1,1,1
3,14075,0.0,0.0,0.0,3_14075.jpg,1,1,1
3,14100,0.0,0.0,0.0,3_14100.jpg,1,1,1
3,14125,0.0,0.0,0.0,3_14125.jpg,1,1,1
3,14150,0.0,0.0,0.0,3_14150.jpg,1,1,1
3,14175,0.0,0.0,0.0,3_14175.jpg,1,1,1
3,14200,0.0,0.0,0.0,3_14200.jpg,1,1,1
3,14225,0.0,0.0,0.0,3_14225.jpg,1,1,1
3,14250,0.0,0.0,0.0,3_14250.jpg,1,1,1
3,14275,0.0,0.0,0.0,3_14275.jpg,1,1,1
3,14300,0.0,0.0,0.0,3_14300.jpg,1,1,1
3,14325,0.0,0.0,0.0,3_14325.jpg,1,1,1
3,14350,0.0,0.0,0.0,3_14350.jpg,1,1,1
3,14375,0.0,0.0,0.0,3_14375.jpg,1,1,1
3,14400,0.0,0.0,0.0,3_14400.jpg,1,1,1
3,14425,0.0,0.0,0.0,3_14425.jpg,1,1,1
3,14450,0.0,0.0,0.0,3_14450.jpg,1,1,1
3,14475,0.0,0.0,0.0,3_14475.jpg,1,1,1
3,14500,0.0,0.0,0.0,3_14500.jpg,1,1,1
3,14525,0.0,0.0,0.0,3_14525.jpg,1,1,1
3,14550,0.0,0.0,0.0,3_14550.jpg,1,1,1
3,14575,0.0,0.0,0.0,3_14575.jpg,1,1,1
3,14600,0.0,0.0,0.0,3_14600.jpg,1,1,1
3,14625,0.0,0.0,0.0,3_14625.jpg,1,1,1
3,14650,0.0,0.0,0.0,3_14650.jpg,1,1,1
3,14675,0.0,0.0,0.0,3_14675.jpg,1,1,1
3,14700,0.0,0.0,0.0,3_14700.jpg,1,1,1
3,14725,0.0,0.0,0.0,3_14725.jpg,1,1,1
3,14750,0.0,0.0,0.0,3_14750.jpg,1,1,1
3,14775,0.0,0.0,0.0,3_14775.jpg,1,1,1
3,14800,0.0,0.0,0.0,3_14800.jpg,1,1,1
3,14825,0.0,0.0,0.0,3_14825.jpg,1,1,1
3,14850,0.6666666666666666,0.0,0.3333333333333333,3_14850.jpg,1,1,1
3,14875,0.6666666666666666,0.0,0.3333333333333333,3_14875.jpg,1,1,1
3,14900,0.6666666666666666,0.0,0.3333333333333333,3_14900.jpg,1,1,1
3,14925,0.6666666666666666,0.0,0.3333333333333333,3_14925.jpg,1,1,1
3,14950,0.6666666666666666,0.0,0.3333333333333333,3_14950.jpg,1,1,1
3,14975,0.3333333333333333,0.0,0.3333333333333333,3_14975.jpg,1,1,1
3,15000,0.3333333333333333,0.0,0.3333333333333333,3_15000.jpg,1,1,1
3,15025,0.3333333333333333,0.0,0.3333333333333333,3_15025.jpg,1,1,1
3,15050,0.3333333333333333,0.0,0.3333333333333333,3_15050.jpg,1,1,1
3,15075,0.3333333333333333,0.0,0.3333333333333333,3_15075.jpg,1,1,1
3,15100,0.3333333333333333,0.0,0.3333333333333333,3_15100.jpg,1,1,1
3,15125,0.3333333333333333,0.0,0.3333333333333333,3_15125.jpg,1,1,1
3,15150,0.3333333333333333,0.0,0.3333333333333333,3_15150.jpg,1,1,1
3,15175,0.3333333333333333,0.0,0.3333333333333333,3_15175.jpg,1,1,1
3,15200,0.3333333333333333,0.0,0.3333333333333333,3_15200.jpg,1,1,1
3,15225,0.0,0.0,0.0,3_15225.jpg,1,1,1
3,15250,0.0,0.0,0.0,3_15250.jpg,1,1,1
3,15275,0.0,0.0,0.0,3_15275.jpg,1,1,1
3,15300,0.0,0.0,0.0,3_15300.jpg,1,1,1
3,15325,0.0,0.0,0.0,3_15325.jpg,1,1,1
3,15350,0.3333333333333333,0.0,0.3333333333333333,3_15350.jpg,1,1,1
3,15375,0.3333333333333333,0.0,0.3333333333333333,3_15375.jpg,1,1,1
3,15400,0.3333333333333333,0.0,0.3333333333333333,3_15400.jpg,1,1,1
3,15425,0.3333333333333333,0.0,0.3333333333333333,3_15425.jpg,1,1,1
3,15450,0.3333333333333333,0.0,0.3333333333333333,3_15450.jpg,1,1,1
3,15475,0.0,0.0,0.0,3_15475.jpg,1,1,1
3,15500,0.0,0.0,0.0,3_15500.jpg,1,1,1
3,15525,0.0,0.0,0.0,3_15525.jpg,1,1,1
3,15550,0.0,0.0,0.0,3_15550.jpg,1,1,1
3,15575,0.0,0.0,0.0,3_15575.jpg,1,1,1
3,15600,0.6666666666666666,0.3333333333333333,0.3333333333333333,3_15600.jpg,1,1,1
3,15625,0.6666666666666666,0.3333333333333333,0.3333333333333333,3_15625.jpg,1,1,1
3,15650,0.6666666666666666,0.3333333333333333,0.3333333333333333,3_15650.jpg,1,1,1
3,15675,0.6666666666666666,0.3333333333333333,0.3333333333333333,3_15675.jpg,1,1,1
3,15700,0.6666666666666666,0.3333333333333333,0.3333333333333333,3_15700.jpg,1,1,1
3,15725,0.6666666666666666,0.6666666666666666,0.3333333333333333,3_15725.jpg,1,1,1
3,15750,0.6666666666666666,0.6666666666666666,0.3333333333333333,3_15750.jpg,1,1,1
3,15775,0.6666666666666666,0.6666666666666666,0.3333333333333333,3_15775.jpg,1,1,1
3,15800,0.6666666666666666,0.6666666666666666,0.3333333333333333,3_15800.jpg,1,1,1
3,15825,0.6666666666666666,0.6666666666666666,0.3333333333333333,3_15825.jpg,1,1,1
3,15850,0.6666666666666666,0.6666666666666666,0.6666666666666666,3_15850.jpg,1,1,1
3,15875,0.6666666666666666,0.6666666666666666,0.6666666666666666,3_15875.jpg,1,1,1
3,15900,0.6666666666666666,0.6666666666666666,0.6666666666666666,3_15900.jpg,1,1,1
3,15925,0.6666666666666666,0.6666666666666666,0.6666666666666666,3_15925.jpg,1,1,1
3,15950,0.6666666666666666,0.6666666666666666,0.6666666666666666,3_15950.jpg,1,1,1
3,15975,0.6666666666666666,0.6666666666666666,1.0,3_15975.jpg,1,1,1
3,16000,0.6666666666666666,0.6666666666666666,1.0,3_16000.jpg,1,1,1
3,16025,0.6666666666666666,0.6666666666666666,1.0,3_16025.jpg,1,1,1
3,16050,0.6666666666666666,0.6666666666666666,1.0,3_16050.jpg,1,1,1
3,16075,0.6666666666666666,0.6666666666666666,1.0,3_16075.jpg,1,1,1
3,16100,0.6666666666666666,0.6666666666666666,1.0,3_16100.jpg,1,1,1
