image,c1,c2,c3,weight_c1,weight_c2,weight_c3
9650c863-9b84-44d7-bce8-70f3e64677cc_1050.jpg,0.33333333333333337,0.33333333333333337,0.33333333333333337,1,1,1
9650c863-9b84-44d7-bce8-70f3e64677cc_1200.jpg,0.33333333333333337,0.0,0.0,1,1,1
9650c863-9b84-44d7-bce8-70f3e64677cc_1350.jpg,0.33333333333333337,0.33333333333333337,0.33333333333333337,1,1,1
9650c863-9b84-44d7-bce8-70f3e64677cc_1500.jpg,0.33333333333333337,0.33333333333333337,0.33333333333333337,1,1,1
9650c863-9b84-44d7-bce8-70f3e64677cc_1650.jpg,0.0,0.0,0.0,1,1,1
9650c863-9b84-44d7-bce8-70f3e64677cc_1800.jpg,1.0,0.6666666666666666,0.0,1,1,1
9650c863-9b84-44d7-bce8-70f3e64677cc_1950.jpg,1.0,0.6666666666666666,0.0,1,1,1
9650c863-9b84-44d7-bce8-70f3e64677cc_2100.jpg,0.33333333333333337,0.6666666666666666,0.0,1,1,1
9650c863-9b84-44d7-bce8-70f3e64677cc_2250.jpg,0.0,0.33333333333333337,0.6666666666666666,1,1,1
9650c863-9b84-44d7-bce8-70f3e64677cc_2400.jpg,0.33333333333333337,0.6666666666666666,0.6666666666666666,1,1,1
9650c863-9b84-44d7-bce8-70f3e64677cc_2550.jpg,0.33333333333333337,0.33333333333333337,0.33333333333333337,1,1,1
3bc9d7fa-a9d3-4d67-b898-90c43cb20ce4_0.jpg,0.0,0.0,0.0,1,1,1
3bc9d7fa-a9d3-4d67-b898-90c43cb20ce4_150.jpg,0.0,0.0,0.0,1,1,1
3bc9d7fa-a9d3-4d67-b898-90c43cb20ce4_300.jpg,0.0,0.0,0.0,1,1,1
3bc9d7fa-a9d3-4d67-b898-90c43cb20ce4_450.jpg,0.0,0.0,0.0,1,1,1
3bc9d7fa-a9d3-4d67-b898-90c43cb20ce4_600.jpg,0.0,0.0,0.0,1,1,1
3bc9d7fa-a9d3-4d67-b898-90c43cb20ce4_750.jpg,0.0,0.0,0.0,1,1,1
3bc9d7fa-a9d3-4d67-b898-90c43cb20ce4_900.jpg,0.0,0.0,0.0,1,1,1
3bc9d7fa-a9d3-4d67-b898-90c43cb20ce4_1050.jpg,0.0,0.0,0.0,1,1,1
3bc9d7fa-a9d3-4d67-b898-90c43cb20ce4_1200.jpg,0.0,0.0,0.0,1,1,1
3bc9d7fa-a9d3-4d67-b898-90c43cb20ce4_1350.jpg,0.0,0.0,0.0,1,1,1
3bc9d7fa-a9d3-4d67-b898-90c43cb20ce4_1500.jpg,0.0,0.33333333333333337,0.0,1,1,1
3bc9d7fa-a9d3-4d67-b898-90c43cb20ce4_1650.jpg,0.0,0.33333333333333337,0.0,1,1,1
3bc9d7fa-a9d3-4d67-b898-90c43cb20ce4_1800.jpg,0.0,0.0,0.0,1,1,1
3bc9d7fa-a9d3-4d67-b898-90c43cb20ce4_1950.jpg,0.0,0.0,0.0,1,1,1
3bc9d7fa-a9d3-4d67-b898-90c43cb20ce4_2100.jpg,0.0,0.33333333333333337,0.33333333333333337,1,1,1
3bc9d7fa-a9d3-4d67-b898-90c43cb20ce4_2250.jpg,0.0,0.0,0.33333333333333337,1,1,1
3bc9d7fa-a9d3-4d67-b898-90c43cb20ce4_2400.jpg,0.33333333333333337,0.6666666666666666,0.0,1,1,1
3bc9d7fa-a9d3-4d67-b898-90c43cb20ce4_2550.jpg,0.33333333333333337,0.6666666666666666,0.33333333333333337,1,1,1
e53f76df-2758-4172-9989-867715403365_0.jpg,0.0,0.0,0.0,1,1,1
e53f76df-2758-4172-9989-867715403365_150.jpg,0.0,0.0,0.0,1,1,1
e53f76df-2758-4172-9989-867715403365_300.jpg,0.0,0.0,0.0,1,1,1
e53f76df-2758-4172-9989-867715403365_450.jpg,0.0,0.0,0.0,1,1,1
e53f76df-2758-4172-9989-867715403365_600.jpg,0.0,0.0,0.0,1,1,1
e53f76df-2758-4172-9989-867715403365_750.jpg,0.0,0.0,0.0,1,1,1
e53f76df-2758-4172-9989-867715403365_900.jpg,0.0,0.0,0.0,1,1,1
e53f76df-2758-4172-9989-867715403365_1050.jpg,0.0,0.0,0.0,1,1,1
e53f76df-2758-4172-9989-867715403365_1200.jpg,0.0,0.0,0.0,1,1,1
e53f76df-2758-4172-9989-867715403365_1350.jpg,0.0,0.0,0.0,1,1,1
e53f76df-2758-4172-9989-867715403365_1500.jpg,0.0,0.33333333333333337,0.0,1,1,1
e53f76df-2758-4172-9989-867715403365_1650.jpg,0.0,1.0,0.0,1,1,1
e53f76df-2758-4172-9989-867715403365_1800.jpg,0.0,0.6666666666666666,0.0,1,1,1
e53f76df-2758-4172-9989-867715403365_1950.jpg,0.0,0.0,0.0,1,1,1
e53f76df-2758-4172-9989-867715403365_2100.jpg,0.0,0.33333333333333337,0.0,1,1,1
e53f76df-2758-4172-9989-867715403365_2250.jpg,0.0,1.0,0.0,1,1,1
e53f76df-2758-4172-9989-867715403365_2400.jpg,0.0,0.33333333333333337,0.0,1,1,1
e53f76df-2758-4172-9989-867715403365_2550.jpg,0.0,0.33333333333333337,0.0,1,1,1
2eaf2852-fc08-43a0-b4dd-08a80d97fe9f_0.jpg,0.0,0.0,0.0,1,1,1
2eaf2852-fc08-43a0-b4dd-08a80d97fe9f_150.jpg,0.0,0.0,0.0,1,1,1
2eaf2852-fc08-43a0-b4dd-08a80d97fe9f_300.jpg,0.0,0.0,0.0,1,1,1
2eaf2852-fc08-43a0-b4dd-08a80d97fe9f_450.jpg,0.0,0.0,0.0,1,1,1
2eaf2852-fc08-43a0-b4dd-08a80d97fe9f_600.jpg,0.0,0.0,0.0,1,1,1
2eaf2852-fc08-43a0-b4dd-08a80d97fe9f_750.jpg,0.0,0.0,0.0,1,1,1
2eaf2852-fc08-43a0-b4dd-08a80d97fe9f_900.jpg,0.0,0.0,0.0,1,1,1
2eaf2852-fc08-43a0-b4dd-08a80d97fe9f_1050.jpg,0.0,0.0,0.0,1,1,1
2eaf2852-fc08-43a0-b4dd-08a80d97fe9f_1200.jpg,0.0,0.0,0.0,1,1,1
2eaf2852-fc08-43a0-b4dd-08a80d97fe9f_1350.jpg,0.0,0.0,0.0,1,1,1
2eaf2852-fc08-43a0-b4dd-08a80d97fe9f_1500.jpg,0.0,0.0,0.0,1,1,1
2eaf2852-fc08-43a0-b4dd-08a80d97fe9f_1650.jpg,0.0,0.0,0.0,1,1,1
2eaf2852-fc08-43a0-b4dd-08a80d97fe9f_1800.jpg,0.0,0.0,0.0,1,1,1
2eaf2852-fc08-43a0-b4dd-08a80d97fe9f_1950.jpg,0.0,0.0,0.0,1,1,1
2eaf2852-fc08-43a0-b4dd-08a80d97fe9f_2100.jpg,0.0,0.0,0.0,1,1,1
2eaf2852-fc08-43a0-b4dd-08a80d97fe9f_2250.jpg,0.0,0.0,0.0,1,1,1
2eaf2852-fc08-43a0-b4dd-08a80d97fe9f_2400.jpg,0.0,0.0,0.0,1,1,1
2eaf2852-fc08-43a0-b4dd-08a80d97fe9f_2550.jpg,0.0,0.0,0.0,1,1,1
69cce7a5-dac8-43e7-9187-13473c7eaa8c_0.jpg,0.33333333333333337,1.0,0.0,1,1,1
69cce7a5-dac8-43e7-9187-13473c7eaa8c_150.jpg,0.33333333333333337,1.0,0.0,1,1,1
69cce7a5-dac8-43e7-9187-13473c7eaa8c_300.jpg,0.33333333333333337,1.0,0.0,1,1,1
69cce7a5-dac8-43e7-9187-13473c7eaa8c_450.jpg,0.33333333333333337,1.0,0.0,1,1,1
69cce7a5-dac8-43e7-9187-13473c7eaa8c_600.jpg,0.33333333333333337,1.0,0.0,1,1,1
69cce7a5-dac8-43e7-9187-13473c7eaa8c_750.jpg,0.6666666666666666,1.0,0.0,1,1,1
69cce7a5-dac8-43e7-9187-13473c7eaa8c_900.jpg,0.6666666666666666,1.0,0.33333333333333337,1,1,1
69cce7a5-dac8-43e7-9187-13473c7eaa8c_1050.jpg,0.6666666666666666,1.0,0.33333333333333337,1,1,1
69cce7a5-dac8-43e7-9187-13473c7eaa8c_1200.jpg,1.0,1.0,0.6666666666666666,1,1,1
69cce7a5-dac8-43e7-9187-13473c7eaa8c_1350.jpg,1.0,1.0,1.0,1,1,1
69cce7a5-dac8-43e7-9187-13473c7eaa8c_1500.jpg,1.0,1.0,0.6666666666666666,1,1,1
69cce7a5-dac8-43e7-9187-13473c7eaa8c_1650.jpg,0.33333333333333337,1.0,0.33333333333333337,1,1,1
69cce7a5-dac8-43e7-9187-13473c7eaa8c_1800.jpg,1.0,1.0,1.0,1,1,1
69cce7a5-dac8-43e7-9187-13473c7eaa8c_1950.jpg,1.0,1.0,1.0,1,1,1
69cce7a5-dac8-43e7-9187-13473c7eaa8c_2100.jpg,1.0,1.0,0.6666666666666666,1,1,1
69cce7a5-dac8-43e7-9187-13473c7eaa8c_2250.jpg,1.0,1.0,1.0,1,1,1
69cce7a5-dac8-43e7-9187-13473c7eaa8c_2400.jpg,0.6666666666666666,1.0,0.33333333333333337,1,1,1
69cce7a5-dac8-43e7-9187-13473c7eaa8c_2550.jpg,0.6666666666666666,1.0,0.0,1,1,1
4443a680-b365-43f7-a28d-3d18691acf98_0.jpg,0.0,0.0,0.33333333333333337,1,1,1
4443a680-b365-43f7-a28d-3d18691acf98_150.jpg,0.0,0.0,0.33333333333333337,1,1,1
4443a680-b365-43f7-a28d-3d18691acf98_300.jpg,0.0,0.0,0.33333333333333337,1,1,1
4443a680-b365-43f7-a28d-3d18691acf98_450.jpg,0.0,0.0,0.33333333333333337,1,1,1
4443a680-b365-43f7-a28d-3d18691acf98_600.jpg,0.0,0.0,0.33333333333333337,1,1,1
4443a680-b365-43f7-a28d-3d18691acf98_750.jpg,0.0,0.0,0.33333333333333337,1,1,1
4443a680-b365-43f7-a28d-3d18691acf98_900.jpg,0.0,0.0,0.33333333333333337,1,1,1
4443a680-b365-43f7-a28d-3d18691acf98_1050.jpg,0.0,0.0,0.33333333333333337,1,1,1
4443a680-b365-43f7-a28d-3d18691acf98_1200.jpg,0.0,0.0,0.0,1,1,1
4443a680-b365-43f7-a28d-3d18691acf98_1350.jpg,0.0,0.0,0.0,1,1,1
4443a680-b365-43f7-a28d-3d18691acf98_1500.jpg,0.0,0.0,0.0,1,1,1
4443a680-b365-43f7-a28d-3d18691acf98_1650.jpg,0.0,0.0,0.0,1,1,1
4443a680-b365-43f7-a28d-3d18691acf98_1800.jpg,0.0,0.0,0.0,1,1,1
4443a680-b365-43f7-a28d-3d18691acf98_1950.jpg,0.0,0.0,0.0,1,1,1
4443a680-b365-43f7-a28d-3d18691acf98_2100.jpg,0.0,0.33333333333333337,0.0,1,1,1
4443a680-b365-43f7-a28d-3d18691acf98_2250.jpg,0.0,0.0,0.0,1,1,1
4443a680-b365-43f7-a28d-3d18691acf98_2400.jpg,0.0,0.33333333333333337,0.0,1,1,1
4443a680-b365-43f7-a28d-3d18691acf98_2550.jpg,0.0,0.0,0.0,1,1,1
25c32fc5-bdb0-44e4-9c6a-f8ab85393823_0.jpg,0.0,0.6666666666666666,0.0,1,1,1
25c32fc5-bdb0-44e4-9c6a-f8ab85393823_150.jpg,0.0,0.33333333333333337,0.0,1,1,1
25c32fc5-bdb0-44e4-9c6a-f8ab85393823_300.jpg,0.0,1.0,0.0,1,1,1
25c32fc5-bdb0-44e4-9c6a-f8ab85393823_450.jpg,0.0,1.0,0.0,1,1,1
25c32fc5-bdb0-44e4-9c6a-f8ab85393823_600.jpg,0.0,1.0,0.0,1,1,1
25c32fc5-bdb0-44e4-9c6a-f8ab85393823_750.jpg,0.0,1.0,0.0,1,1,1
25c32fc5-bdb0-44e4-9c6a-f8ab85393823_900.jpg,0.0,1.0,0.0,1,1,1
25c32fc5-bdb0-44e4-9c6a-f8ab85393823_1050.jpg,0.0,0.6666666666666666,0.0,1,1,1
25c32fc5-bdb0-44e4-9c6a-f8ab85393823_1200.jpg,0.0,0.6666666666666666,0.0,1,1,1
25c32fc5-bdb0-44e4-9c6a-f8ab85393823_1350.jpg,0.0,0.6666666666666666,0.0,1,1,1
25c32fc5-bdb0-44e4-9c6a-f8ab85393823_1500.jpg,0.0,0.33333333333333337,0.0,1,1,1
25c32fc5-bdb0-44e4-9c6a-f8ab85393823_1650.jpg,0.0,0.0,0.0,1,1,1
25c32fc5-bdb0-44e4-9c6a-f8ab85393823_1800.jpg,0.0,0.6666666666666666,0.0,1,1,1
25c32fc5-bdb0-44e4-9c6a-f8ab85393823_1950.jpg,0.0,1.0,0.0,1,1,1
25c32fc5-bdb0-44e4-9c6a-f8ab85393823_2100.jpg,0.0,1.0,0.0,1,1,1
25c32fc5-bdb0-44e4-9c6a-f8ab85393823_2250.jpg,0.0,1.0,0.0,1,1,1
25c32fc5-bdb0-44e4-9c6a-f8ab85393823_2400.jpg,0.0,0.33333333333333337,0.0,1,1,1
25c32fc5-bdb0-44e4-9c6a-f8ab85393823_2550.jpg,0.0,0.6666666666666666,0.0,1,1,1
05cf4a5b-41c7-458f-9610-60afa53e2594_0.jpg,0.0,0.0,0.0,1,1,1
05cf4a5b-41c7-458f-9610-60afa53e2594_150.jpg,0.0,0.0,0.0,1,1,1
05cf4a5b-41c7-458f-9610-60afa53e2594_300.jpg,0.0,0.0,0.0,1,1,1
05cf4a5b-41c7-458f-9610-60afa53e2594_450.jpg,0.0,0.0,0.0,1,1,1
05cf4a5b-41c7-458f-9610-60afa53e2594_600.jpg,0.0,0.0,0.0,1,1,1
05cf4a5b-41c7-458f-9610-60afa53e2594_750.jpg,0.0,0.0,0.0,1,1,1
05cf4a5b-41c7-458f-9610-60afa53e2594_900.jpg,0.0,0.0,0.0,1,1,1
05cf4a5b-41c7-458f-9610-60afa53e2594_1050.jpg,0.0,0.0,0.0,1,1,1
05cf4a5b-41c7-458f-9610-60afa53e2594_1200.jpg,0.0,0.0,0.0,1,1,1
05cf4a5b-41c7-458f-9610-60afa53e2594_1350.jpg,0.0,0.0,0.0,1,1,1
05cf4a5b-41c7-458f-9610-60afa53e2594_1500.jpg,0.0,0.0,0.0,1,1,1
05cf4a5b-41c7-458f-9610-60afa53e2594_1650.jpg,0.0,0.0,0.0,1,1,1
05cf4a5b-41c7-458f-9610-60afa53e2594_1800.jpg,0.0,0.0,0.0,1,1,1
05cf4a5b-41c7-458f-9610-60afa53e2594_1950.jpg,0.0,0.0,0.0,1,1,1
05cf4a5b-41c7-458f-9610-60afa53e2594_2100.jpg,0.0,0.0,0.0,1,1,1
05cf4a5b-41c7-458f-9610-60afa53e2594_2250.jpg,0.0,0.0,0.0,1,1,1
05cf4a5b-41c7-458f-9610-60afa53e2594_2400.jpg,0.0,0.0,0.0,1,1,1
05cf4a5b-41c7-458f-9610-60afa53e2594_2550.jpg,0.0,0.0,0.0,1,1,1
a1c96bb1-8753-4409-9640-bc481d8f6546_0.jpg,0.0,0.33333333333333337,0.6666666666666666,1,1,1
a1c96bb1-8753-4409-9640-bc481d8f6546_150.jpg,0.0,0.33333333333333337,0.0,1,1,1
a1c96bb1-8753-4409-9640-bc481d8f6546_300.jpg,0.0,0.33333333333333337,0.6666666666666666,1,1,1
a1c96bb1-8753-4409-9640-bc481d8f6546_450.jpg,0.0,0.33333333333333337,0.6666666666666666,1,1,1
a1c96bb1-8753-4409-9640-bc481d8f6546_600.jpg,0.0,0.33333333333333337,0.6666666666666666,1,1,1
a1c96bb1-8753-4409-9640-bc481d8f6546_750.jpg,0.0,0.33333333333333337,0.0,1,1,1
a1c96bb1-8753-4409-9640-bc481d8f6546_900.jpg,0.0,0.0,0.0,1,1,1
a1c96bb1-8753-4409-9640-bc481d8f6546_1050.jpg,0.0,0.0,0.0,1,1,1
a1c96bb1-8753-4409-9640-bc481d8f6546_1200.jpg,0.0,0.33333333333333337,1.0,1,1,1
a1c96bb1-8753-4409-9640-bc481d8f6546_1350.jpg,0.0,0.33333333333333337,1.0,1,1,1
a1c96bb1-8753-4409-9640-bc481d8f6546_1500.jpg,0.0,0.33333333333333337,1.0,1,1,1
a1c96bb1-8753-4409-9640-bc481d8f6546_1650.jpg,0.0,0.33333333333333337,1.0,1,1,1
a1c96bb1-8753-4409-9640-bc481d8f6546_1800.jpg,0.0,0.33333333333333337,0.33333333333333337,1,1,1
a1c96bb1-8753-4409-9640-bc481d8f6546_1950.jpg,0.0,0.33333333333333337,1.0,1,1,1
a1c96bb1-8753-4409-9640-bc481d8f6546_2100.jpg,0.0,0.33333333333333337,1.0,1,1,1
a1c96bb1-8753-4409-9640-bc481d8f6546_2250.jpg,0.0,0.33333333333333337,1.0,1,1,1
a1c96bb1-8753-4409-9640-bc481d8f6546_2400.jpg,0.0,0.33333333333333337,1.0,1,1,1
a1c96bb1-8753-4409-9640-bc481d8f6546_2550.jpg,0.33333333333333337,0.6666666666666666,1.0,1,1,1
1f5bf6e3-25fb-4d06-aa97-2aa11c9f5378_0.jpg,0.0,0.0,0.0,1,1,1
1f5bf6e3-25fb-4d06-aa97-2aa11c9f5378_150.jpg,0.0,0.0,0.0,1,1,1
1f5bf6e3-25fb-4d06-aa97-2aa11c9f5378_300.jpg,0.0,0.0,0.0,1,1,1
1f5bf6e3-25fb-4d06-aa97-2aa11c9f5378_450.jpg,0.0,0.0,0.0,1,1,1
1f5bf6e3-25fb-4d06-aa97-2aa11c9f5378_600.jpg,0.0,0.0,0.0,1,1,1
1f5bf6e3-25fb-4d06-aa97-2aa11c9f5378_750.jpg,0.0,0.0,0.0,1,1,1
1f5bf6e3-25fb-4d06-aa97-2aa11c9f5378_900.jpg,0.0,0.0,0.0,1,1,1
1f5bf6e3-25fb-4d06-aa97-2aa11c9f5378_1050.jpg,0.0,0.0,0.0,1,1,1
1f5bf6e3-25fb-4d06-aa97-2aa11c9f5378_1200.jpg,0.0,0.0,0.0,1,1,1
1f5bf6e3-25fb-4d06-aa97-2aa11c9f5378_1350.jpg,0.0,0.0,0.0,1,1,1
1f5bf6e3-25fb-4d06-aa97-2aa11c9f5378_1500.jpg,0.0,0.0,0.0,1,1,1
1f5bf6e3-25fb-4d06-aa97-2aa11c9f5378_1650.jpg,0.0,0.0,0.0,1,1,1
1f5bf6e3-25fb-4d06-aa97-2aa11c9f5378_1800.jpg,0.0,0.0,0.0,1,1,1
1f5bf6e3-25fb-4d06-aa97-2aa11c9f5378_1950.jpg,0.0,0.0,0.0,1,1,1
1f5bf6e3-25fb-4d06-aa97-2aa11c9f5378_2100.jpg,0.0,0.0,0.0,1,1,1
1f5bf6e3-25fb-4d06-aa97-2aa11c9f5378_2250.jpg,0.0,0.0,0.0,1,1,1
1f5bf6e3-25fb-4d06-aa97-2aa11c9f5378_2400.jpg,0.0,0.0,0.0,1,1,1
1f5bf6e3-25fb-4d06-aa97-2aa11c9f5378_2550.jpg,0.0,0.0,0.0,1,1,1
27a098bb-ff8c-4be9-86f3-b28f4369d86a_0.jpg,0.0,0.0,0.0,1,1,1
27a098bb-ff8c-4be9-86f3-b28f4369d86a_150.jpg,0.0,0.0,0.0,1,1,1
27a098bb-ff8c-4be9-86f3-b28f4369d86a_300.jpg,0.0,0.0,0.0,1,1,1
27a098bb-ff8c-4be9-86f3-b28f4369d86a_450.jpg,0.0,0.0,0.0,1,1,1
27a098bb-ff8c-4be9-86f3-b28f4369d86a_600.jpg,0.0,0.0,0.0,1,1,1
27a098bb-ff8c-4be9-86f3-b28f4369d86a_750.jpg,0.0,0.0,0.0,1,1,1
27a098bb-ff8c-4be9-86f3-b28f4369d86a_900.jpg,0.0,0.0,0.0,1,1,1
27a098bb-ff8c-4be9-86f3-b28f4369d86a_1050.jpg,0.0,0.0,0.0,1,1,1
27a098bb-ff8c-4be9-86f3-b28f4369d86a_1200.jpg,0.0,0.0,0.0,1,1,1
27a098bb-ff8c-4be9-86f3-b28f4369d86a_1350.jpg,0.0,0.0,0.0,1,1,1
27a098bb-ff8c-4be9-86f3-b28f4369d86a_1500.jpg,0.0,0.0,0.0,1,1,1
27a098bb-ff8c-4be9-86f3-b28f4369d86a_1650.jpg,0.0,0.0,0.0,1,1,1
27a098bb-ff8c-4be9-86f3-b28f4369d86a_1800.jpg,0.0,0.0,0.0,1,1,1
27a098bb-ff8c-4be9-86f3-b28f4369d86a_1950.jpg,0.0,0.0,0.0,1,1,1
27a098bb-ff8c-4be9-86f3-b28f4369d86a_2100.jpg,0.0,0.0,0.0,1,1,1
27a098bb-ff8c-4be9-86f3-b28f4369d86a_2250.jpg,0.0,0.0,0.0,1,1,1
27a098bb-ff8c-4be9-86f3-b28f4369d86a_2400.jpg,0.0,0.0,0.0,1,1,1
