vid,frame,c1,c2,c3,is_ds_keyframe,c1_rater1,c2_rater1,c3_rater1,c1_rater2,c2_rater2,c3_rater2,c1_rater3,c2_rater3,c3_rater3,image,weight_c1,weight_c2,weight_c3
1,32100,0.6666666666666666,0.6666666666666666,0.3333333333333333,True,0,1,0,1,0,0,1,1,1,1_32100.jpg,1.0,1.0,1.0
1,32225,0.6666666666666666,0.6666666666666666,0.3333333333333333,True,0,1,0,1,0,0,1,1,1,1_32225.jpg,1.0,1.0,1.0
1,32350,0.3333333333333333,0.3333333333333333,0.3333333333333333,True,0,0,0,0,0,0,1,1,1,1_32350.jpg,1.0,1.0,1.0
1,32475,0.6666666666666666,0.6666666666666666,0.3333333333333333,True,0,1,0,1,0,0,1,1,1,1_32475.jpg,1.0,1.0,1.0
1,32600,0.6666666666666666,0.6666666666666666,0.3333333333333333,True,0,1,0,1,0,0,1,1,1,1_32600.jpg,1.0,1.0,1.0
1,32725,0.6666666666666666,0.6666666666666666,0.3333333333333333,True,0,1,0,1,0,0,1,1,1,1_32725.jpg,1.0,1.0,1.0
1,32850,0.6666666666666666,0.6666666666666666,0.3333333333333333,True,0,1,0,1,0,0,1,1,1,1_32850.jpg,1.0,1.0,1.0
1,32975,0.0,0.3333333333333333,0.0,True,0,1,0,0,0,0,0,0,0,1_32975.jpg,1.0,1.0,1.0
1,33100,0.3333333333333333,0.6666666666666666,0.6666666666666666,True,0,1,1,0,0,0,1,1,1,1_33100.jpg,1.0,1.0,1.0
2,29675,0.0,0.0,0.0,True,0,0,0,0,0,0,0,0,0,2_29675.jpg,1.0,1.0,1.0
2,29800,0.0,0.0,0.0,True,0,0,0,0,0,0,0,0,0,2_29800.jpg,1.0,1.0,1.0
2,29925,0.0,0.0,0.0,True,0,0,0,0,0,0,0,0,0,2_29925.jpg,1.0,1.0,1.0
2,30050,0.0,0.0,0.0,True,0,0,0,0,0,0,0,0,0,2_30050.jpg,1.0,1.0,1.0
2,30175,0.0,0.0,0.0,True,0,0,0,0,0,0,0,0,0,2_30175.jpg,1.0,1.0,1.0
2,30300,0.0,0.0,0.0,True,0,0,0,0,0,0,0,0,0,2_30300.jpg,1.0,1.0,1.0
2,30425,0.0,0.3333333333333333,0.0,True,0,0,0,0,1,0,0,0,0,2_30425.jpg,1.0,1.0,1.0
2,30550,0.0,0.3333333333333333,0.0,True,0,0,0,0,1,0,0,0,0,2_30550.jpg,1.0,1.0,1.0
2,30675,0.0,0.0,0.0,True,0,0,0,0,0,0,0,0,0,2_30675.jpg,1.0,1.0,1.0
2,30800,0.0,0.0,0.0,True,0,0,0,0,0,0,0,0,0,2_30800.jpg,1.0,1.0,1.0
2,30925,0.6666666666666666,0.3333333333333333,0.0,True,0,0,0,1,1,0,1,0,0,2_30925.jpg,1.0,1.0,1.0
2,31050,0.6666666666666666,1.0,0.3333333333333333,True,0,1,0,1,1,0,1,1,1,2_31050.jpg,1.0,1.0,1.0
2,31175,0.6666666666666666,1.0,0.3333333333333333,True,0,1,0,1,1,0,1,1,1,2_31175.jpg,1.0,1.0,1.0
2,31300,0.6666666666666666,1.0,0.3333333333333333,True,0,1,0,1,1,0,1,1,1,2_31300.jpg,1.0,1.0,1.0
3,13275,0.6666666666666666,0.0,0.0,True,0,0,0,1,0,0,1,0,0,3_13275.jpg,1.0,1.0,1.0
3,13400,0.6666666666666666,0.0,0.0,True,0,0,0,1,0,0,1,0,0,3_13400.jpg,1.0,1.0,1.0
3,13525,0.0,0.0,0.0,True,0,0,0,0,0,0,0,0,0,3_13525.jpg,1.0,1.0,1.0
3,13650,0.0,0.0,0.0,True,0,0,0,0,0,0,0,0,0,3_13650.jpg,1.0,1.0,1.0
3,13775,0.0,0.0,0.0,True,0,0,0,0,0,0,0,0,0,3_13775.jpg,1.0,1.0,1.0
3,13900,0.0,0.0,0.0,True,0,0,0,0,0,0,0,0,0,3_13900.jpg,1.0,1.0,1.0
3,14025,0.0,0.0,0.0,True,0,0,0,0,0,0,0,0,0,3_14025.jpg,1.0,1.0,1.0
3,14150,0.0,0.0,0.0,True,0,0,0,0,0,0,0,0,0,3_14150.jpg,1.0,1.0,1.0
3,14275,0.0,0.0,0.0,True,0,0,0,0,0,0,0,0,0,3_14275.jpg,1.0,1.0,1.0
3,14400,0.0,0.0,0.0,True,0,0,0,0,0,0,0,0,0,3_14400.jpg,1.0,1.0,1.0
3,14525,0.0,0.0,0.0,True,0,0,0,0,0,0,0,0,0,3_14525.jpg,1.0,1.0,1.0
3,14650,0.0,0.0,0.0,True,0,0,0,0,0,0,0,0,0,3_14650.jpg,1.0,1.0,1.0
3,14775,0.0,0.0,0.0,True,0,0,0,0,0,0,0,0,0,3_14775.jpg,1.0,1.0,1.0
3,14900,0.6666666666666666,0.0,0.3333333333333333,True,0,0,0,1,0,0,1,0,1,3_14900.jpg,1.0,1.0,1.0
3,15025,0.3333333333333333,0.0,0.3333333333333333,True,0,0,0,0,0,0,1,0,1,3_15025.jpg,1.0,1.0,1.0
3,15150,0.3333333333333333,0.0,0.3333333333333333,True,0,0,0,0,0,0,1,0,1,3_15150.jpg,1.0,1.0,1.0
3,15275,0.0,0.0,0.0,True,0,0,0,0,0,0,0,0,0,3_15275.jpg,1.0,1.0,1.0
3,15400,0.3333333333333333,0.0,0.3333333333333333,True,0,0,0,0,0,0,1,0,1,3_15400.jpg,1.0,1.0,1.0
3,15525,0.0,0.0,0.0,True,0,0,0,0,0,0,0,0,0,3_15525.jpg,1.0,1.0,1.0
3,15650,0.6666666666666666,0.3333333333333333,0.3333333333333333,True,0,0,0,1,0,0,1,1,1,3_15650.jpg,1.0,1.0,1.0
3,15775,0.6666666666666666,0.6666666666666666,0.3333333333333333,True,0,0,0,1,1,0,1,1,1,3_15775.jpg,1.0,1.0,1.0
3,15900,0.6666666666666666,0.6666666666666666,0.6666666666666666,True,0,0,0,1,1,1,1,1,1,3_15900.jpg,1.0,1.0,1.0
3,16025,0.6666666666666666,0.6666666666666666,1.0,True,0,1,1,1,0,1,1,1,1,3_16025.jpg,1.0,1.0,1.0
3,16150,0.6666666666666666,0.6666666666666666,1.0,True,0,1,1,1,0,1,1,1,1,3_16150.jpg,1.0,1.0,1.0
3,16275,0.6666666666666666,0.3333333333333333,0.3333333333333333,True,0,0,0,1,0,0,1,1,1,3_16275.jpg,1.0,1.0,1.0
3,16400,0.6666666666666666,0.3333333333333333,0.3333333333333333,True,0,0,0,1,0,0,1,1,1,3_16400.jpg,1.0,1.0,1.0
3,16525,0.6666666666666666,0.6666666666666666,0.3333333333333333,True,0,1,0,1,0,0,1,1,1,3_16525.jpg,1.0,1.0,1.0
4,21950,0.0,0.0,0.0,True,0,0,0,0,0,0,0,0,0,4_21950.jpg,1.0,1.0,1.0
4,22075,0.0,0.0,0.0,True,0,0,0,0,0,0,0,0,0,4_22075.jpg,1.0,1.0,1.0
4,22200,0.0,0.0,0.0,True,0,0,0,0,0,0,0,0,0,4_22200.jpg,1.0,1.0,1.0
4,22325,0.0,0.0,0.0,True,0,0,0,0,0,0,0,0,0,4_22325.jpg,1.0,1.0,1.0
4,22450,0.0,0.0,0.0,True,0,0,0,0,0,0,0,0,0,4_22450.jpg,1.0,1.0,1.0
4,22575,0.0,0.0,0.0,True,0,0,0,0,0,0,0,0,0,4_22575.jpg,1.0,1.0,1.0
4,22700,0.0,0.0,0.0,True,0,0,0,0,0,0,0,0,0,4_22700.jpg,1.0,1.0,1.0
4,22825,0.0,0.3333333333333333,0.0,True,0,1,0,0,0,0,0,0,0,4_22825.jpg,1.0,1.0,1.0
4,22950,0.0,0.3333333333333333,0.0,True,0,1,0,0,0,0,0,0,0,4_22950.jpg,1.0,1.0,1.0
4,23075,0.0,0.0,0.0,True,0,0,0,0,0,0,0,0,0,4_23075.jpg,1.0,1.0,1.0
4,23200,0.0,0.0,0.0,True,0,0,0,0,0,0,0,0,0,4_23200.jpg,1.0,1.0,1.0
4,23325,0.0,0.0,0.0,True,0,0,0,0,0,0,0,0,0,4_23325.jpg,1.0,1.0,1.0
4,23450,0.0,0.0,0.0,True,0,0,0,0,0,0,0,0,0,4_23450.jpg,1.0,1.0,1.0
4,23575,0.0,0.0,0.0,True,0,0,0,0,0,0,0,0,0,4_23575.jpg,1.0,1.0,1.0
4,23700,0.3333333333333333,0.3333333333333333,0.0,True,0,1,0,0,0,0,1,0,0,4_23700.jpg,1.0,1.0,1.0
4,23825,0.0,0.3333333333333333,0.0,True,0,1,0,0,0,0,0,0,0,4_23825.jpg,1.0,1.0,1.0
4,23950,0.0,0.3333333333333333,0.0,True,0,1,0,0,0,0,0,0,0,4_23950.jpg,1.0,1.0,1.0
4,24075,0.0,0.3333333333333333,0.0,True,0,1,0,0,0,0,0,0,0,4_24075.jpg,1.0,1.0,1.0
4,24200,0.0,0.3333333333333333,0.0,True,0,1,0,0,0,0,0,0,0,4_24200.jpg,1.0,1.0,1.0
4,24325,0.3333333333333333,0.6666666666666666,0.0,True,0,1,0,0,1,0,1,0,0,4_24325.jpg,1.0,1.0,1.0
4,24450,0.0,0.3333333333333333,0.0,True,0,1,0,0,0,0,0,0,0,4_24450.jpg,1.0,1.0,1.0
4,24575,0.0,0.0,0.0,True,0,0,0,0,0,0,0,0,0,4_24575.jpg,1.0,1.0,1.0
4,24700,0.0,0.0,0.0,True,0,0,0,0,0,0,0,0,0,4_24700.jpg,1.0,1.0,1.0
4,24825,0.0,0.0,0.0,True,0,0,0,0,0,0,0,0,0,4_24825.jpg,1.0,1.0,1.0
4,24950,0.0,0.0,0.0,True,0,0,0,0,0,0,0,0,0,4_24950.jpg,1.0,1.0,1.0
4,25075,0.3333333333333333,0.0,0.6666666666666666,True,0,0,1,0,0,0,1,0,1,4_25075.jpg,1.0,1.0,1.0
4,25200,0.0,0.0,0.0,True,0,0,0,0,0,0,0,0,0,4_25200.jpg,1.0,1.0,1.0
4,25325,0.3333333333333333,0.0,0.6666666666666666,True,0,0,1,0,0,0,1,0,1,4_25325.jpg,1.0,1.0,1.0
4,25450,0.3333333333333333,0.0,0.6666666666666666,True,0,0,1,0,0,0,1,0,1,4_25450.jpg,1.0,1.0,1.0
4,25575,0.3333333333333333,0.0,0.6666666666666666,True,0,0,1,0,0,0,1,0,1,4_25575.jpg,1.0,1.0,1.0
4,25700,0.3333333333333333,0.0,0.6666666666666666,True,0,0,1,0,0,0,1,0,1,4_25700.jpg,1.0,1.0,1.0
4,25825,0.0,0.0,0.3333333333333333,True,0,0,1,0,0,0,0,0,0,4_25825.jpg,1.0,1.0,1.0
4,25950,0.3333333333333333,0.0,0.6666666666666666,True,0,0,1,0,0,0,1,0,1,4_25950.jpg,1.0,1.0,1.0
4,26075,0.3333333333333333,0.0,0.6666666666666666,True,0,0,1,0,0,0,1,0,1,4_26075.jpg,1.0,1.0,1.0
4,26200,0.3333333333333333,0.0,0.6666666666666666,True,0,0,1,0,0,0,1,0,1,4_26200.jpg,1.0,1.0,1.0
4,26325,0.0,0.0,0.3333333333333333,True,0,0,1,0,0,0,0,0,0,4_26325.jpg,1.0,1.0,1.0
4,26450,0.3333333333333333,0.0,1.0,True,0,0,1,0,0,1,1,0,1,4_26450.jpg,1.0,1.0,1.0
4,26575,0.3333333333333333,0.0,1.0,True,0,0,1,0,0,1,1,0,1,4_26575.jpg,1.0,1.0,1.0
4,26700,0.3333333333333333,0.0,1.0,True,0,0,1,0,0,1,1,0,1,4_26700.jpg,1.0,1.0,1.0
4,26825,0.3333333333333333,0.0,1.0,True,0,0,1,0,0,1,1,0,1,4_26825.jpg,1.0,1.0,1.0
4,26950,0.0,0.0,0.3333333333333333,True,0,0,1,0,0,0,0,0,0,4_26950.jpg,1.0,1.0,1.0
4,27075,0.3333333333333333,0.0,0.6666666666666666,True,0,0,1,0,0,0,1,0,1,4_27075.jpg,1.0,1.0,1.0
4,27200,0.0,0.0,0.0,True,0,0,0,0,0,0,0,0,0,4_27200.jpg,1.0,1.0,1.0
4,27325,0.0,0.0,0.0,True,0,0,0,0,0,0,0,0,0,4_27325.jpg,1.0,1.0,1.0
4,27450,0.0,0.3333333333333333,0.0,True,0,1,0,0,0,0,0,0,0,4_27450.jpg,1.0,1.0,1.0
4,27575,0.0,0.0,0.0,True,0,0,0,0,0,0,0,0,0,4_27575.jpg,1.0,1.0,1.0
4,27700,0.6666666666666666,1.0,0.3333333333333333,True,0,1,0,1,1,0,1,1,1,4_27700.jpg,1.0,1.0,1.0
4,27825,0.3333333333333333,0.3333333333333333,0.0,True,0,1,0,1,0,0,0,0,0,4_27825.jpg,1.0,1.0,1.0
4,27950,0.0,0.0,0.0,True,0,0,0,0,0,0,0,0,0,4_27950.jpg,1.0,1.0,1.0
4,28075,0.0,0.0,0.0,True,0,0,0,0,0,0,0,0,0,4_28075.jpg,1.0,1.0,1.0
4,28200,0.0,0.3333333333333333,0.0,True,0,1,0,0,0,0,0,0,0,4_28200.jpg,1.0,1.0,1.0
4,28325,0.3333333333333333,0.3333333333333333,0.0,True,0,1,0,1,0,0,0,0,0,4_28325.jpg,1.0,1.0,1.0
4,28450,0.3333333333333333,0.0,0.3333333333333333,True,0,0,0,0,0,0,1,0,1,4_28450.jpg,1.0,1.0,1.0
4,28575,0.3333333333333333,0.0,0.6666666666666666,True,0,0,0,0,0,1,1,0,1,4_28575.jpg,1.0,1.0,1.0
4,28700,0.3333333333333333,0.0,0.6666666666666666,True,0,0,0,0,0,1,1,0,1,4_28700.jpg,1.0,1.0,1.0
4,28825,0.3333333333333333,0.3333333333333333,0.6666666666666666,True,0,1,0,0,0,1,1,0,1,4_28825.jpg,1.0,1.0,1.0
4,28950,0.3333333333333333,0.3333333333333333,0.6666666666666666,True,0,1,0,0,0,1,1,0,1,4_28950.jpg,1.0,1.0,1.0
4,29075,0.3333333333333333,0.0,0.6666666666666666,True,0,0,0,0,0,1,1,0,1,4_29075.jpg,1.0,1.0,1.0
4,29200,0.0,0.0,0.0,True,0,0,0,0,0,0,0,0,0,4_29200.jpg,1.0,1.0,1.0
4,29325,0.0,0.0,0.0,True,0,0,0,0,0,0,0,0,0,4_29325.jpg,1.0,1.0,1.0
4,29450,0.0,0.0,0.0,True,0,0,0,0,0,0,0,0,0,4_29450.jpg,1.0,1.0,1.0
4,29575,0.0,0.0,0.0,True,0,0,0,0,0,0,0,0,0,4_29575.jpg,1.0,1.0,1.0
4,29700,0.0,0.0,0.3333333333333333,True,0,0,0,0,0,1,0,0,0,4_29700.jpg,1.0,1.0,1.0
4,29825,0.3333333333333333,0.0,1.0,True,0,0,1,0,0,1,1,0,1,4_29825.jpg,1.0,1.0,1.0
4,29950,0.0,0.0,0.0,True,0,0,0,0,0,0,0,0,0,4_29950.jpg,1.0,1.0,1.0
4,30075,0.0,0.0,0.0,True,0,0,0,0,0,0,0,0,0,4_30075.jpg,1.0,1.0,1.0
4,30200,0.0,0.0,0.3333333333333333,True,0,0,0,0,0,0,0,0,1,4_30200.jpg,1.0,1.0,1.0
4,30325,0.0,0.0,0.0,True,0,0,0,0,0,0,0,0,0,4_30325.jpg,1.0,1.0,1.0
4,30450,0.3333333333333333,0.0,1.0,True,0,0,1,0,0,1,1,0,1,4_30450.jpg,1.0,1.0,1.0
4,30575,0.0,0.0,0.0,True,0,0,0,0,0,0,0,0,0,4_30575.jpg,1.0,1.0,1.0
4,30700,0.0,0.0,0.0,True,0,0,0,0,0,0,0,0,0,4_30700.jpg,1.0,1.0,1.0
4,30825,0.0,0.0,0.0,True,0,0,0,0,0,0,0,0,0,4_30825.jpg,1.0,1.0,1.0
4,30950,0.3333333333333333,0.0,0.6666666666666666,True,0,0,0,0,0,1,1,0,1,4_30950.jpg,1.0,1.0,1.0
4,31075,0.0,0.0,0.0,True,0,0,0,0,0,0,0,0,0,4_31075.jpg,1.0,1.0,1.0
4,31200,0.0,0.0,0.0,True,0,0,0,0,0,0,0,0,0,4_31200.jpg,1.0,1.0,1.0
4,31325,0.0,0.0,0.0,True,0,0,0,0,0,0,0,0,0,4_31325.jpg,1.0,1.0,1.0
4,31450,0.0,0.0,0.0,True,0,0,0,0,0,0,0,0,0,4_31450.jpg,1.0,1.0,1.0
4,31575,0.0,0.0,0.0,True,0,0,0,0,0,0,0,0,0,4_31575.jpg,1.0,1.0,1.0
4,31700,0.0,0.0,0.0,True,0,0,0,0,0,0,0,0,0,4_31700.jpg,1.0,1.0,1.0
4,31825,0.0,0.0,0.0,True,0,0,0,0,0,0,0,0,0,4_31825.jpg,1.0,1.0,1.0
4,31950,0.0,0.0,0.0,True,0,0,0,0,0,0,0,0,0,4_31950.jpg,1.0,1.0,1.0
4,32075,0.0,0.0,0.0,True,0,0,0,0,0,0,0,0,0,4_32075.jpg,1.0,1.0,1.0
4,32200,0.0,0.0,0.0,True,0,0,0,0,0,0,0,0,0,4_32200.jpg,1.0,1.0,1.0
4,32325,0.0,0.0,0.0,True,0,0,0,0,0,0,0,0,0,4_32325.jpg,1.0,1.0,1.0
4,32450,0.0,0.0,0.0,True,0,0,0,0,0,0,0,0,0,4_32450.jpg,1.0,1.0,1.0
4,32575,0.0,0.0,0.0,True,0,0,0,0,0,0,0,0,0,4_32575.jpg,1.0,1.0,1.0
4,32700,0.0,0.0,0.0,True,0,0,0,0,0,0,0,0,0,4_32700.jpg,1.0,1.0,1.0
4,32825,0.0,0.0,0.0,True,0,0,0,0,0,0,0,0,0,4_32825.jpg,1.0,1.0,1.0
4,32950,0.0,0.0,0.0,True,0,0,0,0,0,0,0,0,0,4_32950.jpg,1.0,1.0,1.0
4,33075,0.0,0.0,0.0,True,0,0,0,0,0,0,0,0,0,4_33075.jpg,1.0,1.0,1.0
4,33200,0.0,0.0,0.0,True,0,0,0,0,0,0,0,0,0,4_33200.jpg,1.0,1.0,1.0
4,33325,0.0,0.0,0.0,True,0,0,0,0,0,0,0,0,0,4_33325.jpg,1.0,1.0,1.0
4,33450,0.0,0.0,0.0,True,0,0,0,0,0,0,0,0,0,4_33450.jpg,1.0,1.0,1.0
4,33575,0.0,0.0,0.0,True,0,0,0,0,0,0,0,0,0,4_33575.jpg,1.0,1.0,1.0
4,33700,0.0,0.0,0.0,True,0,0,0,0,0,0,0,0,0,4_33700.jpg,1.0,1.0,1.0
4,33825,0.0,0.0,0.0,True,0,0,0,0,0,0,0,0,0,4_33825.jpg,1.0,1.0,1.0
4,33950,0.0,0.0,0.0,True,0,0,0,0,0,0,0,0,0,4_33950.jpg,1.0,1.0,1.0
4,34075,0.0,0.0,0.0,True,0,0,0,0,0,0,0,0,0,4_34075.jpg,1.0,1.0,1.0
4,34200,0.0,0.0,0.3333333333333333,True,0,0,1,0,0,0,0,0,0,4_34200.jpg,1.0,1.0,1.0
4,34325,0.0,0.0,0.0,True,0,0,0,0,0,0,0,0,0,4_34325.jpg,1.0,1.0,1.0
4,34450,0.0,0.0,0.3333333333333333,True,0,0,1,0,0,0,0,0,0,4_34450.jpg,1.0,1.0,1.0
4,34575,0.3333333333333333,0.0,1.0,True,0,0,1,0,0,1,1,0,1,4_34575.jpg,1.0,1.0,1.0
4,34700,0.3333333333333333,0.0,1.0,True,0,0,1,0,0,1,1,0,1,4_34700.jpg,1.0,1.0,1.0
4,34825,0.0,0.0,0.3333333333333333,True,0,0,1,0,0,0,0,0,0,4_34825.jpg,1.0,1.0,1.0
4,34950,0.3333333333333333,0.0,1.0,True,0,0,1,0,0,1,1,0,1,4_34950.jpg,1.0,1.0,1.0
4,35075,0.3333333333333333,0.0,0.6666666666666666,True,0,0,0,0,0,1,1,0,1,4_35075.jpg,1.0,1.0,1.0
4,35200,0.0,0.0,0.0,True,0,0,0,0,0,0,0,0,0,4_35200.jpg,1.0,1.0,1.0
4,35325,0.0,0.0,0.0,True,0,0,0,0,0,0,0,0,0,4_35325.jpg,1.0,1.0,1.0
4,35450,0.3333333333333333,0.0,0.6666666666666666,True,0,0,0,0,0,1,1,0,1,4_35450.jpg,1.0,1.0,1.0
4,35575,0.3333333333333333,0.0,0.6666666666666666,True,0,0,0,0,0,1,1,0,1,4_35575.jpg,1.0,1.0,1.0
4,35700,0.0,0.3333333333333333,0.0,True,0,1,0,0,0,0,0,0,0,4_35700.jpg,1.0,1.0,1.0
4,35825,0.0,0.0,0.0,True,0,0,0,0,0,0,0,0,0,4_35825.jpg,1.0,1.0,1.0
4,35950,0.6666666666666666,0.3333333333333333,0.6666666666666666,True,0,0,0,1,1,1,1,0,1,4_35950.jpg,1.0,1.0,1.0
4,36075,0.0,0.0,0.0,True,0,0,0,0,0,0,0,0,0,4_36075.jpg,1.0,1.0,1.0
4,36200,0.6666666666666666,0.3333333333333333,1.0,True,0,1,1,1,0,1,1,0,1,4_36200.jpg,1.0,1.0,1.0
4,36325,0.6666666666666666,0.3333333333333333,1.0,True,0,1,1,1,0,1,1,0,1,4_36325.jpg,1.0,1.0,1.0
4,36450,0.3333333333333333,0.3333333333333333,1.0,True,0,1,1,0,0,1,1,0,1,4_36450.jpg,1.0,1.0,1.0
4,36575,0.3333333333333333,0.3333333333333333,1.0,True,0,1,1,0,0,1,1,0,1,4_36575.jpg,1.0,1.0,1.0
4,36700,0.6666666666666666,1.0,1.0,True,0,1,1,1,1,1,1,1,1,4_36700.jpg,1.0,1.0,1.0
4,36825,1.0,1.0,1.0,True,1,1,1,1,1,1,1,1,1,4_36825.jpg,1.0,1.0,1.0
4,36950,1.0,1.0,1.0,True,1,1,1,1,1,1,1,1,1,4_36950.jpg,1.0,1.0,1.0
4,37075,0.0,0.0,0.0,True,0,0,0,0,0,0,0,0,0,4_37075.jpg,1.0,1.0,1.0
4,37200,1.0,1.0,1.0,True,1,1,1,1,1,1,1,1,1,4_37200.jpg,1.0,1.0,1.0
4,37325,0.6666666666666666,0.6666666666666666,0.6666666666666666,True,0,0,0,1,1,1,1,1,1,4_37325.jpg,1.0,1.0,1.0
4,37450,1.0,1.0,1.0,True,1,1,1,1,1,1,1,1,1,4_37450.jpg,1.0,1.0,1.0
5,5275,0.0,0.0,0.0,True,0,0,0,0,0,0,0,0,0,5_5275.jpg,1.0,1.0,1.0
5,5400,0.0,0.0,0.0,True,0,0,0,0,0,0,0,0,0,5_5400.jpg,1.0,1.0,1.0
5,5525,0.0,0.0,0.0,True,0,0,0,0,0,0,0,0,0,5_5525.jpg,1.0,1.0,1.0
5,5650,0.0,0.0,0.0,True,0,0,0,0,0,0,0,0,0,5_5650.jpg,1.0,1.0,1.0
5,5775,0.0,0.0,0.0,True,0,0,0,0,0,0,0,0,0,5_5775.jpg,1.0,1.0,1.0
5,5900,0.0,0.0,0.0,True,0,0,0,0,0,0,0,0,0,5_5900.jpg,1.0,1.0,1.0
5,6025,0.0,0.6666666666666666,0.3333333333333333,True,0,0,0,0,1,0,0,1,1,5_6025.jpg,1.0,1.0,1.0
5,6150,0.0,0.6666666666666666,0.3333333333333333,True,0,0,0,0,1,0,0,1,1,5_6150.jpg,1.0,1.0,1.0
5,6275,0.0,0.6666666666666666,0.3333333333333333,True,0,0,0,0,1,0,0,1,1,5_6275.jpg,1.0,1.0,1.0
5,6400,0.0,0.6666666666666666,0.3333333333333333,True,0,0,0,0,1,0,0,1,1,5_6400.jpg,1.0,1.0,1.0
5,6525,0.0,0.6666666666666666,0.3333333333333333,True,0,0,0,0,1,0,0,1,1,5_6525.jpg,1.0,1.0,1.0
5,6650,0.0,0.6666666666666666,0.3333333333333333,True,0,0,0,0,1,0,0,1,1,5_6650.jpg,1.0,1.0,1.0
6,1050,0.0,0.0,0.0,True,0,0,0,0,0,0,0,0,0,6_1050.jpg,1.0,1.0,1.0
6,1175,0.0,0.0,0.0,True,0,0,0,0,0,0,0,0,0,6_1175.jpg,1.0,1.0,1.0
6,1300,0.0,0.0,0.0,True,0,0,0,0,0,0,0,0,0,6_1300.jpg,1.0,1.0,1.0
6,1425,0.0,0.0,0.0,True,0,0,0,0,0,0,0,0,0,6_1425.jpg,1.0,1.0,1.0
6,1550,0.0,0.0,0.0,True,0,0,0,0,0,0,0,0,0,6_1550.jpg,1.0,1.0,1.0
6,1675,0.0,0.0,0.0,True,0,0,0,0,0,0,0,0,0,6_1675.jpg,1.0,1.0,1.0
6,1800,0.0,0.0,0.0,True,0,0,0,0,0,0,0,0,0,6_1800.jpg,1.0,1.0,1.0
6,1925,0.0,0.0,0.0,True,0,0,0,0,0,0,0,0,0,6_1925.jpg,1.0,1.0,1.0
6,2050,0.0,0.0,0.0,True,0,0,0,0,0,0,0,0,0,6_2050.jpg,1.0,1.0,1.0
6,2175,0.0,0.0,0.0,True,0,0,0,0,0,0,0,0,0,6_2175.jpg,1.0,1.0,1.0
6,2300,0.0,0.0,0.0,True,0,0,0,0,0,0,0,0,0,6_2300.jpg,1.0,1.0,1.0
6,2425,0.0,0.0,0.0,True,0,0,0,0,0,0,0,0,0,6_2425.jpg,1.0,1.0,1.0
6,2550,0.0,0.0,0.0,True,0,0,0,0,0,0,0,0,0,6_2550.jpg,1.0,1.0,1.0
6,2675,0.0,0.0,0.0,True,0,0,0,0,0,0,0,0,0,6_2675.jpg,1.0,1.0,1.0
6,2800,0.0,0.0,0.0,True,0,0,0,0,0,0,0,0,0,6_2800.jpg,1.0,1.0,1.0
6,2925,0.0,0.0,0.0,True,0,0,0,0,0,0,0,0,0,6_2925.jpg,1.0,1.0,1.0
